,cancer type,gene,Article p_value,R p_value,Lorsi p_value,num of samples,better group survival,delta tested,max k changes with chosen alpha,max k changes to stay stable,max alpha to stay stable,p_value upper with max changes k,p_value upper on alpha 0.01,p_value upper one change,is greedy algo correct up to alpha,k changes to reach disagreement,p_value when disagreement,p_value greedy on alpha 0.01
3643,Pancreas,BCR,0.094482,0.102793,0.102826,176,A,0.05,,,,,,,,,,
3644,Pancreas,BRCA1,0.00972,0.00797,0.007985,176,A,0.05,1.0,,,0.014086,0.0140863875796051,0.0140863875796051,True,,,0.014086
3645,Pancreas,RAD23B,0.030481,0.030878,0.030921,176,A,0.05,1.0,,,0.049941,0.0499405402830351,0.0499405402830351,True,,,0.049941
3646,Pancreas,ACLY,0.030674,0.046458,0.04627,176,B,0.05,1.0,0.0,0.0,0.04627,0.0734511559368061,0.0734511559368061,True,,,0.073451
3647,Pancreas,H6PD,0.103134,0.095551,0.09547,176,A,0.05,,,,,,,,,,
3648,Pancreas,NDUFV1,0.056453,0.031165,0.031184,176,B,0.05,1.0,,,0.048073,0.0480725746205111,0.0480725746205111,True,,,0.048073
3649,Pancreas,TADA3,0.105951,0.051735,0.051792,176,B,0.05,,,,,,,,,,
3650,Pancreas,ROS1,0.241814,0.208801,0.208291,176,B,0.05,,,,,,,,,,
3651,Pancreas,PARP3,0.007121,0.008981,0.008995,176,A,0.05,1.0,,,0.015658,0.0156584625092546,0.0156584625092546,True,,,0.015658
3652,Pancreas,CHD4,0.318786,0.290664,0.290101,176,B,0.05,,,,,,,,,,
3653,Pancreas,CASP7,0.106345,0.144057,0.144527,176,B,0.05,,,,,,,,,,
3654,Pancreas,ALDOC,0.413735,0.469169,0.468514,176,B,0.05,,,,,,,,,,
3655,Pancreas,MMP3,0.000767,0.000513,0.000514,176,A,0.05,1.0,,,0.001073,0.0010734551213315,0.0010734551213315,True,,,0.001073
3656,Pancreas,IGFBP2,0.00162,0.003499,0.003502,176,B,0.05,1.0,,,0.006631,0.0066305630019105,0.0066305630019105,True,,,0.006631
3657,Pancreas,CDKN2D,0.390827,0.242017,0.242504,176,A,0.05,,,,,,,,,,
3658,Pancreas,RET,0.003773,0.002893,0.002885,176,B,0.05,1.0,,,0.005616,0.0056159942086567,0.0056159942086567,True,,,0.005616
3659,Pancreas,MDH1B,0.006325,0.009476,0.009487,176,B,0.05,1.0,,,0.016897,0.0168965054867559,0.0168965054867559,True,,,0.016897
3660,Pancreas,HDAC2,0.27719,0.265033,0.264225,176,B,0.05,,,,,,,,,,
3661,Pancreas,VEGFB,0.002363,0.001835,0.001837,176,B,0.05,1.0,,,0.003516,0.0035164552788081,0.0035164552788081,True,,,0.003516
3662,Pancreas,PAK4,0.073524,0.167091,0.166566,176,B,0.05,,,,,,,,,,
3663,Pancreas,NDUFS6,0.001233,0.002414,0.00241,176,B,0.05,1.0,,,0.004723,0.0047227216388747,0.0047227216388747,True,,,0.004723
3664,Pancreas,TKT,0.003566,0.004722,0.004745,176,A,0.05,1.0,,,0.008744,0.0087441680777317,0.0087441680777317,True,,,0.008744
3665,Pancreas,PPP2R1A,0.014097,0.022975,0.022989,176,B,0.05,1.0,,,0.039009,0.0390087562198091,0.0390087562198091,True,,,0.039009
3666,Pancreas,BAD,0.167152,0.128862,0.128909,176,B,0.05,,,,,,,,,,
3667,Pancreas,NGFR,0.025982,0.025497,0.025391,176,B,0.05,1.0,,,0.044487,0.0444874805363464,0.0444874805363464,True,,,0.044487
3668,Pancreas,FBP2,0.133821,0.175965,0.175865,176,A,0.05,,,,,,,,,,
3669,Pancreas,MMP11,0.001882,0.001893,0.001897,176,A,0.05,1.0,,,0.003623,0.003622502915635,0.003622502915635,True,,,0.003623
3670,Pancreas,GADD45G,3.8e-05,5.9e-05,5.9e-05,176,B,0.05,1.0,,,0.000139,0.000139116469263,0.000139116469263,True,,,0.000139
3671,Pancreas,EDN1,0.139815,0.125363,0.126035,176,A,0.05,,,,,,,,,,
3672,Pancreas,PCK1,0.291951,0.376631,0.375344,176,A,0.05,,,,,,,,,,
3673,Pancreas,BTG1,0.418962,0.48905,0.490112,176,A,0.05,,,,,,,,,,
3674,Pancreas,DMC1,0.029393,0.118816,0.118722,176,A,0.05,,,,,,,,,,
3675,Pancreas,TERF2IP,0.000219,0.000462,0.000461,176,B,0.05,1.0,,,0.001021,0.0010213142487221,0.0010213142487221,True,,,0.001021
3676,Pancreas,RAD51,0.002289,0.002789,0.002785,176,A,0.05,1.0,,,0.00548,0.0054802353765304,0.0054802353765304,True,,,0.00548
3677,Pancreas,CAV1,0.008099,0.009523,0.00954,176,A,0.05,1.0,,,0.017954,0.0179543793212399,0.0179543793212399,True,,,0.017954
3678,Pancreas,EGF,0.108114,0.126803,0.126591,176,B,0.05,,,,,,,,,,
3679,Pancreas,NCOA1,0.005696,0.002765,0.002781,176,B,0.05,1.0,,,0.005406,0.005406243691619,0.005406243691619,True,,,0.005406
3680,Pancreas,DEDD,0.042705,0.089045,0.089036,176,A,0.05,,,,,,,,,,
3681,Pancreas,NDUFB6,0.315439,0.239959,0.239793,176,A,0.05,,,,,,,,,,
3682,Pancreas,NDUFA4,0.018293,0.013562,0.013569,176,A,0.05,1.0,,,0.024501,0.0245007370646498,0.0245007370646498,True,,,0.024501
3683,Pancreas,APEX1,0.01262,0.027002,0.027062,176,A,0.05,1.0,,,0.045089,0.045089388600768,0.045089388600768,True,,,0.045089
3684,Pancreas,RASA1,0.012817,0.008943,0.008979,176,B,0.05,1.0,,,0.021931,0.0219307358053386,0.0219307358053386,True,,,0.021931
3685,Pancreas,ERCC6,0.293678,0.259011,0.259642,176,B,0.05,,,,,,,,,,
3686,Pancreas,HGF,0.358197,0.267071,0.267071,176,B,0.05,,,,,,,,,,
3687,Pancreas,POLD3,0.001523,0.001267,0.00127,176,A,0.05,1.0,,,0.00262,0.0026203877360726,0.0026203877360726,True,,,0.00262
3688,Pancreas,XRCC2,0.006976,0.002171,0.002163,176,A,0.05,1.0,,,0.004269,0.0042693384499661,0.0042693384499661,True,,,0.004269
3689,Pancreas,TLN1,0.182875,0.171364,0.171229,176,A,0.05,,,,,,,,,,
3690,Pancreas,CTSL,0.048772,0.067975,0.068081,176,B,0.05,,,,,,,,,,
3691,Pancreas,EZR,0.000393,0.000358,0.000358,176,A,0.05,1.0,,,0.000795,0.0007952573905176,0.0007952573905176,True,,,0.000795
3692,Pancreas,RDX,0.007203,0.034627,0.034734,176,A,0.05,1.0,0.0,0.0,0.034734,0.0580758728327283,0.0580758728327283,True,,,0.058076
3693,Pancreas,HIF1A,0.077421,0.071452,0.071572,176,A,0.05,,,,,,,,,,
3694,Pancreas,G6PC3,0.058256,0.02636,0.026263,176,B,0.05,1.0,,,0.043089,0.0430886353609728,0.0430886353609728,True,,,0.043089
3695,Pancreas,FHIT,0.236525,0.327698,0.327217,176,B,0.05,,,,,,,,,,
3696,Pancreas,CDKN2B,0.122577,0.103849,0.103881,176,A,0.05,,,,,,,,,,
3697,Pancreas,MUS81,0.069992,0.083785,0.083794,176,B,0.05,,,,,,,,,,
3698,Pancreas,ACTR2,0.020322,0.013473,0.013423,176,A,0.05,1.0,,,0.023896,0.0238958887862137,0.0238958887862137,True,,,0.023896
3699,Pancreas,NFKB2,0.128801,0.146421,0.146601,176,B,0.05,,,,,,,,,,
3700,Pancreas,VEGFD,0.000301,0.000119,0.000118,176,A,0.05,1.0,,,0.000456,0.0004557634033803,0.0004557634033803,True,,,0.000456
3701,Pancreas,MPG,0.048502,0.016213,0.01621,176,A,0.05,1.0,,,0.027127,0.0271266691962632,0.0271266691962632,True,,,0.027127
3702,Pancreas,TRAF1,2.2e-05,0.000228,0.000229,176,B,0.05,1.0,,,0.000516,0.0005157468546841,0.0005157468546841,True,,,0.000516
3703,Pancreas,HDAC4,0.000149,9.9e-05,0.0001,176,B,0.05,1.0,,,0.000246,0.0002462575096234,0.0002462575096234,True,,,0.000246
3704,Pancreas,ATP5I,0.015368,0.060755,0.060636,176,B,0.05,,,,,,,,,,
3705,Pancreas,GADD45A,0.036204,0.026523,0.02663,176,A,0.05,1.0,,,0.044113,0.0441129930903751,0.0441129930903751,True,,,0.044113
3706,Pancreas,ARF6,9.9e-05,8.4e-05,8.5e-05,176,A,0.05,1.0,,,0.000197,0.0001971336154013,0.0001971336154013,True,,,0.000197
3707,Pancreas,TNFSF8,0.221185,0.31894,0.31895,176,A,0.05,,,,,,,,,,
3708,Pancreas,TP73,0.240298,0.038802,0.038796,176,A,0.05,1.0,0.0,0.0,0.038796,0.0663290144563501,0.0663290144563501,True,,,0.066329
3709,Pancreas,CASP1,0.051409,0.031997,0.03194,176,A,0.05,1.0,0.0,0.0,0.03194,0.0536715306342341,0.0536715306342341,True,,,0.053672
3710,Pancreas,ITGA4,0.185818,0.184965,0.184777,176,B,0.05,,,,,,,,,,
3711,Pancreas,TCF20,0.002137,0.001054,0.001064,176,A,0.05,1.0,,,0.002332,0.0023318636900728,0.0023318636900728,True,,,0.002332
3712,Pancreas,CCL2,0.098364,0.113797,0.113704,176,B,0.05,,,,,,,,,,
3713,Pancreas,CCNE1,0.028577,0.032639,0.032602,176,A,0.05,1.0,0.0,0.0,0.032602,0.0547141172616531,0.0547141172616531,True,,,0.054714
3714,Pancreas,GCK,0.008055,0.007728,0.007737,176,B,0.05,1.0,,,0.013614,0.01361424482715,0.01361424482715,True,,,0.013614
3715,Pancreas,NDUFA2,0.017125,0.015259,0.015215,176,B,0.05,1.0,,,0.026253,0.0262530984670113,0.0262530984670113,True,,,0.026253
3716,Pancreas,EDIL3,0.205186,0.162281,0.162423,176,B,0.05,,,,,,,,,,
3717,Pancreas,DIAPH1,6.8e-05,7.2e-05,7.2e-05,176,A,0.05,1.0,,,0.000163,0.0001626449213745,0.0001626449213745,True,,,0.000163
3718,Pancreas,LIG3,0.031205,0.050415,0.050595,176,A,0.05,,,,,,,,,,
3719,Pancreas,WASL,8.8e-05,5.7e-05,5.7e-05,176,A,0.05,1.0,,,0.000128,0.0001280731365954,0.0001280731365954,True,,,0.000128
3720,Pancreas,TOPBP1,0.000187,0.000284,0.000284,176,A,0.05,1.0,,,0.000598,0.0005983679084436,0.0005983679084436,True,,,0.000598
3721,Pancreas,RAD23A,0.094986,0.300849,0.301654,176,A,0.05,,,,,,,,,,
3722,Pancreas,NDUFV2,0.315269,0.223355,0.223616,176,A,0.05,,,,,,,,,,
3723,Pancreas,REL,0.058971,0.098983,0.099151,176,A,0.05,,,,,,,,,,
3724,Pancreas,CD82,0.04487,0.022051,0.022022,176,A,0.05,1.0,,,0.035901,0.0359013152162831,0.0359013152162831,True,,,0.035901
3725,Pancreas,RBBP8,0.00216,0.001475,0.001471,176,A,0.05,1.0,,,0.002855,0.0028548747951284,0.0028548747951284,True,,,0.002855
3726,Pancreas,ERCC3,0.249885,0.262141,0.262049,176,A,0.05,,,,,,,,,,
3727,Pancreas,IGF1R,0.077307,0.096154,0.09653,176,A,0.05,,,,,,,,,,
3728,Pancreas,RASSF1,0.179715,0.176588,0.1763,176,A,0.05,,,,,,,,,,
3729,Pancreas,HSPA1A,0.01533,0.005104,0.005159,176,A,0.05,1.0,,,0.009638,0.0096376015444554,0.0096376015444554,True,,,0.009638
3730,Pancreas,PDK3,0.035583,0.017563,0.017588,176,B,0.05,1.0,,,0.029543,0.0295433605218003,0.0295433605218003,True,,,0.029543
3731,Pancreas,HRK,0.313423,0.265657,0.264931,176,A,0.05,,,,,,,,,,
3732,Pancreas,XRCC4,0.065172,0.032061,0.031954,176,B,0.05,1.0,0.0,0.0,0.031954,0.0520862423565516,0.0520862423565516,True,,,0.052086
3733,Pancreas,BMI1,0.232876,0.34299,0.343651,176,A,0.05,,,,,,,,,,
3734,Pancreas,NDUFB3,0.284439,0.160779,0.161012,176,A,0.05,,,,,,,,,,
3735,Pancreas,VEGFA,0.154605,0.165422,0.165753,176,B,0.05,,,,,,,,,,
3736,Pancreas,CCL15,0.724827,0.479515,0.479926,176,B,0.05,,,,,,,,,,
3737,Pancreas,NDUFS5,0.10271,0.096229,0.096739,176,B,0.05,,,,,,,,,,
3738,Pancreas,BRCA2,0.005571,0.002481,0.002486,176,A,0.05,1.0,,,0.004667,0.0046671651025881,0.0046671651025881,True,,,0.004667
3739,Pancreas,ACTN1,0.068517,0.053754,0.053906,176,A,0.05,,,,,,,,,,
3740,Pancreas,GALM,0.198006,0.246312,0.246979,176,A,0.05,,,,,,,,,,
3741,Pancreas,RUNX1,0.129702,0.130147,0.130471,176,A,0.05,,,,,,,,,,
3742,Pancreas,PFN1,0.260578,0.295939,0.296166,176,A,0.05,,,,,,,,,,
3743,Pancreas,NME4,0.050195,0.033296,0.033243,176,B,0.05,1.0,0.0,0.0,0.033243,0.0532928358029427,0.0532928358029427,True,,,0.053293
3744,Pancreas,PPP2R1B,0.228633,0.301731,0.302565,176,A,0.05,,,,,,,,,,
3745,Pancreas,RAD1,0.204181,0.420688,0.420002,176,A,0.05,,,,,,,,,,
3746,Pancreas,HK2,0.030034,0.00422,0.004223,176,A,0.05,1.0,,,0.007991,0.007990632150572,0.007990632150572,True,,,0.007991
3747,Pancreas,STAT3,0.284376,0.233455,0.233778,176,A,0.05,,,,,,,,,,
3748,Pancreas,SMAD3,0.000592,0.000588,0.00059,176,A,0.05,1.0,,,0.00125,0.0012496738229335,0.0012496738229335,True,,,0.00125
3749,Pancreas,TRADD,0.431154,0.360946,0.360953,176,A,0.05,,,,,,,,,,
3750,Pancreas,EGR1,0.17176,0.141627,0.142207,176,B,0.05,,,,,,,,,,
3751,Pancreas,HDAC1,0.096435,0.055049,0.055201,176,A,0.05,,,,,,,,,,
3752,Pancreas,FASLG,0.317649,0.401119,0.401696,176,B,0.05,,,,,,,,,,
3753,Pancreas,XPC,0.098086,0.043106,0.043103,176,B,0.05,1.0,0.0,0.0,0.043103,0.0679140887704463,0.0679140887704463,True,,,0.067914
3754,Pancreas,RPA3,0.241466,0.208134,0.208185,176,B,0.05,,,,,,,,,,
3755,Pancreas,VASP,0.003927,0.00284,0.002849,176,A,0.05,1.0,,,0.005363,0.0053629953428547,0.0053629953428547,True,,,0.005363
3756,Pancreas,SPHK1,0.013359,0.013425,0.013404,176,A,0.05,1.0,,,0.023945,0.0239451137737047,0.0239451137737047,True,,,0.023945
3757,Pancreas,CASP4,0.002367,0.002826,0.002823,176,A,0.05,1.0,,,0.005323,0.0053233124719071,0.0053233124719071,True,,,0.005323
3758,Pancreas,MTA1,5.3e-05,9.6e-05,9.5e-05,176,B,0.05,1.0,,,0.000221,0.0002208389162018,0.0002208389162018,True,,,0.000221
3759,Pancreas,MYH9,0.09131,0.10531,0.105441,176,A,0.05,,,,,,,,,,
3760,Pancreas,APEX2,0.322128,0.25242,0.253078,176,B,0.05,,,,,,,,,,
3761,Pancreas,FBP1,0.162994,0.257912,0.258187,176,A,0.05,,,,,,,,,,
3762,Pancreas,ANGPTL4,0.013478,0.013048,0.013024,176,A,0.05,1.0,,,0.02295,0.0229499755822959,0.0229499755822959,True,,,0.02295
3763,Pancreas,MMP12,0.016197,0.017788,0.017833,176,B,0.05,1.0,,,0.03027,0.0302701681615482,0.0302701681615482,True,,,0.03027
3764,Pancreas,BTG2,0.244311,0.183223,0.183136,176,B,0.05,,,,,,,,,,
3765,Pancreas,MIF,0.343995,0.401443,0.401752,176,B,0.05,,,,,,,,,,
3766,Pancreas,XAB2,0.000757,0.000752,0.000752,176,B,0.05,1.0,,,0.001602,0.0016016284836193,0.0016016284836193,True,,,0.001602
3767,Pancreas,PLK1,0.0005,0.002691,0.002695,176,A,0.05,1.0,,,0.005131,0.0051312861885557,0.0051312861885557,True,,,0.005131
3768,Pancreas,PCK2,0.176599,0.162916,0.162791,176,B,0.05,,,,,,,,,,
3769,Pancreas,PDHA1,0.09301,0.099194,0.099139,176,B,0.05,,,,,,,,,,
3770,Pancreas,AGGF1,0.025567,0.018138,0.01825,176,B,0.05,1.0,,,0.030518,0.0305181642613545,0.0305181642613545,True,,,0.030518
3771,Pancreas,XRCC1,0.110758,0.078854,0.078989,176,B,0.05,,,,,,,,,,
3772,Pancreas,RAD52,0.010408,0.009749,0.00974,176,B,0.05,1.0,,,0.016963,0.0169628198918364,0.0169628198918364,True,,,0.016963
3773,Pancreas,DAPK1,0.023578,0.033566,0.033651,176,B,0.05,1.0,0.0,0.0,0.033651,0.0614021609077115,0.0614021609077115,True,,,0.061402
3774,Pancreas,HRAS,0.002903,0.002922,0.002909,176,B,0.05,1.0,,,0.005652,0.0056516075817603,0.0056516075817603,True,,,0.005652
3775,Pancreas,NDUFB7,0.072815,0.098501,0.098499,176,B,0.05,,,,,,,,,,
3776,Pancreas,SDHC,0.026497,0.02845,0.028481,176,A,0.05,1.0,,,0.048153,0.0481530799853093,0.0481530799853093,True,,,0.048153
3777,Pancreas,KAT5,0.243659,0.202845,0.202324,176,B,0.05,,,,,,,,,,
3778,Pancreas,RAP1A,0.109549,0.063418,0.063579,176,A,0.05,,,,,,,,,,
3779,Pancreas,PTEN,0.097243,0.112411,0.112548,176,A,0.05,,,,,,,,,,
3780,Pancreas,PECAM1,0.04565,0.038257,0.038145,176,B,0.05,1.0,0.0,0.0,0.038145,0.0603640999625372,0.0603640999625372,True,,,0.060364
3781,Pancreas,CBX3,0.000218,0.000441,0.000443,176,A,0.05,1.0,,,0.00091,0.000910313198423,0.000910313198423,True,,,0.00091
3782,Pancreas,ACTR3,0.073441,0.07613,0.076226,176,A,0.05,,,,,,,,,,
3783,Pancreas,PF4,0.112442,0.064446,0.064342,176,B,0.05,,,,,,,,,,
3784,Pancreas,POLB,0.045248,0.069432,0.069754,176,A,0.05,,,,,,,,,,
3785,Pancreas,NDUFAB1,0.439811,0.547656,0.548676,176,A,0.05,,,,,,,,,,
3786,Pancreas,STMN1,0.226499,0.173324,0.174292,176,A,0.05,,,,,,,,,,
3787,Pancreas,MET,0.0,0.0,0.0,176,A,0.05,1.0,,,1e-06,8.170612589727311e-07,8.170612589727311e-07,True,,,1e-06
3788,Pancreas,ICAM1,0.057572,0.038837,0.038879,176,A,0.05,1.0,0.0,0.0,0.038879,0.0631144519105992,0.0631144519105992,True,,,0.063114
3789,Pancreas,RBL2,0.370865,0.394687,0.394481,176,A,0.05,,,,,,,,,,
3790,Pancreas,CIB1,0.005227,0.003938,0.003937,176,A,0.05,1.0,,,0.007371,0.0073712481414733,0.0073712481414733,True,,,0.007371
3791,Pancreas,MCL1,0.012475,0.012283,0.012318,176,A,0.05,1.0,,,0.022119,0.0221186753613365,0.0221186753613365,True,,,0.022119
3792,Pancreas,VHL,0.007236,0.020055,0.019979,176,B,0.05,1.0,,,0.033347,0.0333465561071418,0.0333465561071418,True,,,0.033347
3793,Pancreas,IKBKE,0.422274,0.392322,0.392805,176,A,0.05,,,,,,,,,,
3794,Pancreas,NDUFS1,0.030626,0.037923,0.037936,176,A,0.05,1.0,0.0,0.0,0.037936,0.0601689342357323,0.0601689342357323,True,,,0.060169
3795,Pancreas,NCOA6,0.124615,0.112518,0.112449,176,A,0.05,,,,,,,,,,
3796,Pancreas,ITGAM,0.183088,0.233374,0.233469,176,A,0.05,,,,,,,,,,
3797,Pancreas,PTN,0.695022,0.263448,0.262813,176,A,0.05,,,,,,,,,,
3798,Pancreas,HDAC5,0.004693,0.004664,0.004667,176,B,0.05,1.0,,,0.009255,0.0092554138726721,0.0092554138726721,True,,,0.009255
3799,Pancreas,IGF2R,0.461414,0.390401,0.389798,176,B,0.05,,,,,,,,,,
3800,Pancreas,BLC,0.049199,0.094784,0.094918,176,B,0.05,,,,,,,,,,
3801,Pancreas,ITGB1,0.005174,0.001928,0.001929,176,A,0.05,1.0,,,0.003881,0.0038805854087788,0.0038805854087788,True,,,0.003881
3802,Pancreas,PGM1,0.000363,0.000314,0.000314,176,A,0.05,1.0,,,0.000711,0.000711080878769,0.000711080878769,True,,,0.000711
3803,Pancreas,WASF1,0.005165,0.00323,0.003248,176,B,0.05,1.0,,,0.006238,0.0062384143035805,0.0062384143035805,True,,,0.006238
3804,Pancreas,RIPK2,1.7e-05,4e-06,4e-06,176,A,0.05,1.0,,,1.2e-05,1.2468393982812412e-05,1.2468393982812412e-05,True,,,1.2e-05
3805,Pancreas,MYH10,0.003788,0.00285,0.002853,176,B,0.05,1.0,,,0.005877,0.0058765825280269,0.0058765825280269,True,,,0.005877
3806,Pancreas,MYLK,0.250097,0.170517,0.170398,176,A,0.05,,,,,,,,,,
3807,Pancreas,NDUFA3,0.001284,0.001288,0.001292,176,B,0.05,1.0,,,0.00258,0.0025804941142709,0.0025804941142709,True,,,0.00258
3808,Pancreas,TOP2A,4.9e-05,5.4e-05,5.5e-05,176,A,0.05,1.0,,,0.000124,0.0001238246459226,0.0001238246459226,True,,,0.000124
3809,Pancreas,COX7B,0.198048,0.306441,0.30638,176,A,0.05,,,,,,,,,,
3810,Pancreas,RORB,0.893402,0.466888,0.467007,176,A,0.05,,,,,,,,,,
3811,Pancreas,RAD18,0.032093,0.026853,0.026876,176,A,0.05,1.0,,,0.043697,0.0436972442461642,0.0436972442461642,True,,,0.043697
3812,Pancreas,PARP1,0.227302,0.296177,0.295577,176,A,0.05,,,,,,,,,,
3813,Pancreas,EWSR1,0.167865,0.241975,0.242714,176,A,0.05,,,,,,,,,,
3814,Pancreas,PTK2,0.019859,0.007946,0.007945,176,A,0.05,1.0,,,0.013927,0.0139268348182033,0.0139268348182033,True,,,0.013927
3815,Pancreas,HK3,0.083192,0.129759,0.1299,176,A,0.05,,,,,,,,,,
3816,Pancreas,RARA,0.158778,0.128819,0.128493,176,B,0.05,,,,,,,,,,
3817,Pancreas,IFNG,0.628031,0.411591,0.412186,176,A,0.05,,,,,,,,,,
3818,Pancreas,SMAD2,0.112936,0.096205,0.096032,176,A,0.05,,,,,,,,,,
3819,Pancreas,NPM1,0.001943,0.00082,0.000827,176,A,0.05,1.0,,,0.001708,0.0017077291946802,0.0017077291946802,True,,,0.001708
3820,Pancreas,TBK1,0.085291,0.042775,0.042708,176,A,0.05,1.0,0.0,0.0,0.042708,0.0711444820220503,0.0711444820220503,True,,,0.071144
3821,Pancreas,RNF168,0.000801,0.002367,0.002366,176,A,0.05,1.0,,,0.004429,0.0044286267442718,0.0044286267442718,True,,,0.004429
3822,Pancreas,XRCC5,0.007522,0.001967,0.001972,176,A,0.05,1.0,,,0.004055,0.0040548526145738,0.0040548526145738,True,,,0.004055
3823,Pancreas,PDK2,0.034967,0.026254,0.026181,176,B,0.05,1.0,,,0.042387,0.0423865356913967,0.0423865356913967,True,,,0.042387
3824,Pancreas,RPE,2.3e-05,6e-06,6e-06,176,A,0.05,1.0,,,1.6e-05,1.6085505805720885e-05,1.6085505805720885e-05,True,,,1.6e-05
3825,Pancreas,DNMT1,0.069709,0.109812,0.109785,176,A,0.05,,,,,,,,,,
3826,Pancreas,SART1,0.035683,0.061315,0.061618,176,A,0.05,,,,,,,,,,
3827,Pancreas,ERCC2,0.000325,0.000656,0.000665,176,B,0.05,1.0,,,0.001378,0.0013782859987325,0.0013782859987325,True,,,0.001378
3828,Pancreas,CASP5,0.053571,0.091739,0.091813,176,B,0.05,,,,,,,,,,
3829,Pancreas,NDUFV3,0.002473,0.001702,0.001702,176,B,0.05,1.0,,,0.003607,0.0036070992437916,0.0036070992437916,True,,,0.003607
3830,Pancreas,GYS1,0.150808,0.134941,0.134958,176,A,0.05,,,,,,,,,,
3831,Pancreas,MMP1,0.0016,0.000537,0.00054,176,A,0.05,1.0,,,0.001124,0.0011237485732551,0.0011237485732551,True,,,0.001124
3832,Pancreas,NDUFB2,0.005518,0.003721,0.003724,176,B,0.05,1.0,,,0.007176,0.0071756914110177,0.0071756914110177,True,,,0.007176
3833,Pancreas,DNAJB1,0.005685,0.013572,0.013626,176,A,0.05,1.0,,,0.023759,0.0237588577029176,0.0237588577029176,True,,,0.023759
3834,Pancreas,GSK3A,0.051804,0.117786,0.117647,176,B,0.05,,,,,,,,,,
3835,Pancreas,PIF1,0.051858,0.037201,0.037156,176,A,0.05,1.0,0.0,0.0,0.037156,0.059412028749828,0.059412028749828,True,,,0.059412
3836,Pancreas,NDUFS4,0.054535,0.044404,0.044379,176,B,0.05,1.0,0.0,0.0,0.044379,0.0723677880241828,0.0723677880241828,True,,,0.072368
3837,Pancreas,ALDOA,0.027424,0.030376,0.030518,176,B,0.05,1.0,0.0,0.0,0.030518,0.0533529810578897,0.0533529810578897,True,,,0.053353
3838,Pancreas,RTEL1,0.086911,0.054376,0.054562,176,B,0.05,,,,,,,,,,
3839,Pancreas,EGFR,0.00264,0.00204,0.00204,176,A,0.05,1.0,,,0.004328,0.0043281801344957,0.0043281801344957,True,,,0.004328
3840,Pancreas,NGF,0.373272,0.348262,0.347067,176,B,0.05,,,,,,,,,,
3841,Pancreas,SDHB,0.054639,0.05326,0.053455,176,A,0.05,,,,,,,,,,
3842,Pancreas,NDUFA6,0.114253,0.176158,0.176192,176,A,0.05,,,,,,,,,,
3843,Pancreas,UQCRQ,0.072493,0.083496,0.083905,176,B,0.05,,,,,,,,,,
3844,Pancreas,TINF2,0.139678,0.160194,0.159501,176,B,0.05,,,,,,,,,,
3845,Pancreas,NF2,0.0023,0.002613,0.00263,176,A,0.05,1.0,,,0.006215,0.006215034437016,0.006215034437016,True,,,0.006215
3846,Pancreas,BID,0.012892,0.008851,0.008886,176,A,0.05,1.0,,,0.015509,0.0155087274359442,0.0155087274359442,True,,,0.015509
3847,Pancreas,ESR1,0.073845,0.06266,0.06265,176,B,0.05,,,,,,,,,,
3848,Pancreas,SUCLG2,0.007142,0.003873,0.003888,176,A,0.05,1.0,,,0.007398,0.0073979612195223,0.0073979612195223,True,,,0.007398
3849,Pancreas,ATRIP,0.284573,0.322342,0.321951,176,B,0.05,,,,,,,,,,
3850,Pancreas,BAX,0.036589,0.047217,0.047348,176,B,0.05,1.0,0.0,0.0,0.047348,0.0746069788930792,0.0746069788930792,True,,,0.074607
3851,Pancreas,MMP13,0.020586,0.006405,0.006402,176,A,0.05,1.0,,,0.011404,0.0114035127778438,0.0114035127778438,True,,,0.011404
3852,Pancreas,CXCL9,0.002171,0.002743,0.002741,176,A,0.05,1.0,,,0.005068,0.0050680434334811,0.0050680434334811,True,,,0.005068
3853,Pancreas,ANGPT1,0.404116,0.364008,0.364026,176,B,0.05,,,,,,,,,,
3854,Pancreas,CHEK1,6e-06,2e-06,2e-06,176,A,0.05,1.0,,,5e-06,5.462178970001679e-06,5.462178970001679e-06,True,,,5e-06
3855,Pancreas,NCOA3,0.028037,0.039831,0.039862,176,A,0.05,1.0,0.0,0.0,0.039862,0.0634139169622903,0.0634139169622903,True,,,0.063414
3856,Pancreas,ARHGEF7,0.021045,0.013424,0.013428,176,B,0.05,1.0,,,0.02294,0.0229395655496852,0.0229395655496852,True,,,0.02294
3857,Pancreas,HTATIP2,0.000615,0.000364,0.000364,176,A,0.05,1.0,,,0.000766,0.0007664204204071,0.0007664204204071,True,,,0.000766
3858,Pancreas,PRC1,5.3e-05,0.000105,0.000104,176,A,0.05,1.0,,,0.000243,0.0002429295611359,0.0002429295611359,True,,,0.000243
3859,Pancreas,CCNF,0.013747,0.021999,0.021976,176,A,0.05,1.0,,,0.036756,0.0367560853886477,0.0367560853886477,True,,,0.036756
3860,Pancreas,PAX8,0.041503,0.033082,0.032824,176,B,0.05,1.0,0.0,0.0,0.032824,0.0697985872503316,0.0697985872503316,True,,,0.069799
3861,Pancreas,RND3,0.012527,0.015766,0.015769,176,A,0.05,1.0,,,0.026757,0.026756575237607,0.026756575237607,True,,,0.026757
3862,Skin,PPARGC1B,0.073966,0.13956,0.166459,463,B,0.05,,,,,,,,,,
3863,Skin,ILK,0.068754,0.086665,0.075459,463,A,0.05,,,,,,,,,,
